avg_velocity,max_velocity,std_velocity,total_distance,fixation_ratio,unique_area_count,file,label
0.5672225270825735,2.0307530808703365,0.5274803706912474,5.7778242716014105,0.034482758620689655,5,431051cf-e1ad-4dc7-a127-fe80007e3006.json,normal
0.5672225270825735,2.0307530808703365,0.5274803706912474,5.7778242716014105,0.034482758620689655,5,431051cf-e1ad-4dc7-a127-fe80007e3006.json,normal
0.49074051990947115,2.5917054455866264,0.7182045869868687,5.392815255404114,0.06666666666666667,7,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.4518425634581547,2.2330965454458043,0.664035585801608,4.890438383636855,0.06666666666666667,4,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.22077830605864318,0.6691529880100296,0.20103253673311647,2.413688732002335,0.1,5,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.33846287073156595,1.6714948917282424,0.4229534764643267,3.6870447041513312,0.0,5,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.36159616378278187,2.4037307371016285,0.5880438339905758,3.8998462621380714,0.03333333333333333,5,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.4429384302245051,2.3003878145920638,0.6744651119986083,4.8791250109150575,0.16666666666666666,7,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.4851360540897531,2.003345297265257,0.7752888714234654,5.399472273779058,0.26666666666666666,3,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.29804929410830583,2.283629811511329,0.4879681043896396,3.2387999066684863,0.13333333333333333,5,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.34520850014245086,2.3271384809566977,0.5763189045176595,3.7637881476179307,0.1,5,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.4358317682216438,2.45357123977759,0.6829379424536123,4.763416440521325,0.03333333333333333,5,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.41716552961124287,2.0629757177425727,0.6238003545987428,4.483757672062546,0.06666666666666667,4,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.3175172101590491,1.6272944171576476,0.4358425587771249,3.4913257427124256,0.06666666666666667,5,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.17846857962092064,1.7472172774580625,0.37754741934161085,1.9554356526379937,0.5333333333333333,3,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.3011796227669769,2.04304356254297,0.5248089715775155,3.266877131466609,0.23333333333333334,4,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.4461142264939816,2.301064104326176,0.6935368240049484,4.822537962909551,0.03333333333333333,4,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.459075006100532,2.755838100254515,0.7495018492443685,5.04000236805008,0.06666666666666667,3,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.47737379062517976,2.1424791621210324,0.7153115142620902,5.180152911404865,0.06666666666666667,5,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.4455905896335142,2.511222082466593,0.6935381086154381,4.903871740927655,0.13333333333333333,4,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.35627113613734057,2.2073815534385433,0.5917827760558916,3.835829937938533,0.1,6,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.43778728226084396,2.151247379409777,0.5543627672877482,4.721144599668974,0.0,5,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.43778728226084396,2.151247379409777,0.5543627672877482,4.721144599668974,0.0,5,47012b2f-426a-41f7-a6cb-1908b8881cdc.json,tinggi
0.5506275032332602,2.5548976750569974,0.711719983555856,6.1761222269075935,0.03333333333333333,8,54235dfa-b896-4512-b2ac-eb5d456f799a.json,tinggi
0.5151834174200548,2.732532060704162,0.7045428769478038,5.771532765596471,0.0,4,54235dfa-b896-4512-b2ac-eb5d456f799a.json,tinggi
0.445172817738589,2.133684945560061,0.5842196707385778,4.963828091070336,0.0,2,54235dfa-b896-4512-b2ac-eb5d456f799a.json,tinggi
